,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,dayfri,daymon,daysat,daysun,daythu,daytue,daywed,monthapr,monthaug,monthdec,monthfeb,monthjan,monthjul,monthjun,monthmar,monthmay,monthnov,monthoct,monthsep,size_category
362,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
363,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,small
364,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,small
365,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
366,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,small
367,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,small
368,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
369,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
370,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
371,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,small
372,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
373,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
374,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
375,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
376,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
377,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
378,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,small
379,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,small
380,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,large
381,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
382,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
383,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
384,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
385,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
386,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
387,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,small
388,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
389,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
390,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,large
391,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
392,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
393,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,small
394,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,small
395,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,large
396,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
397,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
398,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
399,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,small
400,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,large
401,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
402,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
403,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
404,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,large
405,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
406,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
407,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,small
408,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
409,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,small
410,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,small
411,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,small
412,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
413,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
414,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
415,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
416,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,large
417,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,small
418,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
419,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
420,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,large
421,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
422,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,large
423,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
424,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
425,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
426,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
427,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
428,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
429,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
430,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
431,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
432,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
433,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
434,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
435,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
436,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
437,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
438,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
439,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
440,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
441,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
442,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,small
443,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
444,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
445,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
446,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
447,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,small
448,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,small
449,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
450,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,large
451,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
452,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
453,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
454,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
455,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
456,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
457,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,large
458,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
459,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
460,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
461,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
462,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
463,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,small
464,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,small
465,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,large
466,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,small
467,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,small
468,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
469,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,large
470,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,small
471,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,large
472,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
473,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,large
474,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,large
475,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
476,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
477,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,large
478,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
479,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,large
480,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
481,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
482,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
483,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
484,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
485,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
486,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
487,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
488,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
489,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
490,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
491,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
492,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
493,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
494,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
495,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
496,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
497,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
498,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
499,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
500,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
501,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
502,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
503,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
504,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,large
505,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
506,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
507,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
508,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
509,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
510,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
511,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
512,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
513,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
514,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
515,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
516,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,small
